Sample Date,Test date,WRRF Name,WRRF Abbreviation,Concentration SARS-CoV-2 gene target (N1 Copies/L) ,Per capita SARS-CoV-2 load (N1 copies per day per population),Annotation,"Population Served, estimated ",Technology
03/14/2023,03/15/2023,North River,NR,3617.00,2160000.00,,649549,RT-qPCR - N1
03/14/2023,03/15/2023,Oakwood Beach,OB,3150.00,1610000.00,,243910,RT-qPCR - N1
03/14/2023,03/15/2023,Owls Head,OH,3628.00,1420000.00,,923524,RT-qPCR - N1
03/14/2023,03/15/2023,Port Richmond,PR,5886.00,3550000.00,,224516,RT-qPCR - N1
03/14/2023,03/15/2023,Red Hook,RH,2566.00,1170000.00,,257556,RT-qPCR - N1
03/14/2023,03/15/2023,Rockaway,RK,2261.00,1630000.00,,117991,RT-qPCR - N1
03/14/2023,03/15/2023,Tallman Island,TI,2099.00,1310000.00,,457817,RT-qPCR - N1
03/14/2023,03/15/2023,Wards Island,WI,3662.00,2530000.00,,1173448,RT-qPCR - N1
03/19/2023,03/20/2023,26th Ward,26W,1511.00,965000.00,,318262,RT-qPCR - N1
03/19/2023,03/20/2023,Bowery Bay,BB,3259.00,1200000.00,,894311,RT-qPCR - N1
03/19/2023,03/20/2023,Coney Island,CI,4972.00,2260000.00,,647635,RT-qPCR - N1
03/19/2023,03/20/2023,Hunts Point,HP,1800.00,2030000.00,,781885,RT-qPCR - N1
03/19/2023,03/20/2023,Jamaica Bay,JA,3820.00,1510000.00,,735054,RT-qPCR - N1
03/19/2023,03/20/2023,Newtown Creek,NC,4567.00,2720000.00,,1227810,RT-qPCR - N1
03/19/2023,03/20/2023,North River,NR,3269.00,1750000.00,,649549,RT-qPCR - N1
03/19/2023,03/20/2023,Oakwood Beach,OB,4418.00,1950000.00,,243910,RT-qPCR - N1
03/19/2023,03/20/2023,Owls Head,OH,3570.00,1250000.00,,923524,RT-qPCR - N1
03/19/2023,03/20/2023,Port Richmond,PR,1683.00,760000.00,,224516,RT-qPCR - N1
03/19/2023,03/20/2023,Red Hook,RH,7806.00,3170000.00,,257556,RT-qPCR - N1
03/19/2023,03/20/2023,Rockaway,RK,2622.00,1560000.00,,117991,RT-qPCR - N1
03/19/2023,03/20/2023,Tallman Island,TI,3644.00,1590000.00,,457817,RT-qPCR - N1
03/19/2023,03/20/2023,Wards Island,WI,3271.00,1700000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,1173448,RT-qPCR - N1
03/21/2023,03/22/2023,26th Ward,26W,2816.00,1690000.00,,318262,RT-qPCR - N1
03/21/2023,03/22/2023,Bowery Bay,BB,6022.00,2100000.00,,894311,RT-qPCR - N1
03/21/2023,03/22/2023,Coney Island,CI,2093.00,882000.00,,647635,RT-qPCR - N1
03/21/2023,03/22/2023,Hunts Point,HP,2568.00,2590000.00,,781885,RT-qPCR - N1
03/21/2023,03/22/2023,Jamaica Bay,JA,8980.00,3360000.00,,735054,RT-qPCR - N1
03/21/2023,03/22/2023,Newtown Creek,NC,4011.00,2420000.00,,1227810,RT-qPCR - N1
03/21/2023,03/22/2023,North River,NR,5379.00,3030000.00,,649549,RT-qPCR - N1
03/21/2023,03/22/2023,Oakwood Beach,OB,3086.00,1070000.00,,243910,RT-qPCR - N1
03/21/2023,03/22/2023,Owls Head,OH,7556.00,2560000.00,,923524,RT-qPCR - N1
03/21/2023,03/22/2023,Port Richmond,PR,7710.00,3230000.00,,224516,RT-qPCR - N1
03/21/2023,03/22/2023,Red Hook,RH,7590.00,2950000.00,,257556,RT-qPCR - N1
03/21/2023,03/22/2023,Rockaway,RK,1057.00,598000.00,,117991,RT-qPCR - N1
03/21/2023,03/22/2023,Tallman Island,TI,6202.00,2710000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,457817,RT-qPCR - N1
03/21/2023,03/22/2023,Wards Island,WI,3122.00,1930000.00,,1173448,RT-qPCR - N1
03/26/2023,03/27/2023,26th Ward,26W,1383.00,829000.00,,318262,RT-qPCR - N1
03/26/2023,03/27/2023,Bowery Bay,BB,5557.00,2160000.00,,894311,RT-qPCR - N1
03/26/2023,03/27/2023,Coney Island,CI,4049.00,1840000.00,,647635,RT-qPCR - N1
03/26/2023,03/27/2023,Hunts Point,HP,3744.00,2510000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,781885,RT-qPCR - N1
03/26/2023,03/27/2023,Jamaica Bay,JA,5853.00,2250000.00,,735054,RT-qPCR - N1
03/26/2023,03/27/2023,Newtown Creek,NC,5631.00,3370000.00,,1227810,RT-qPCR - N1
03/26/2023,03/27/2023,North River,NR,4114.00,2220000.00,,649549,RT-qPCR - N1
03/26/2023,03/27/2023,Oakwood Beach,OB,5287.00,,,243910,RT-qPCR - N1
03/26/2023,03/27/2023,Owls Head,OH,5364.00,1970000.00,,923524,RT-qPCR - N1
03/26/2023,03/27/2023,Port Richmond,PR,3529.00,1540000.00,,224516,RT-qPCR - N1
03/26/2023,03/27/2023,Red Hook,RH,3847.00,1500000.00,,257556,RT-qPCR - N1
03/26/2023,03/27/2023,Rockaway,RK,2719.00,1620000.00,,117991,RT-qPCR - N1
03/26/2023,03/27/2023,Tallman Island,TI,3776.00,1650000.00,,457817,RT-qPCR - N1
03/26/2023,03/27/2023,Wards Island,WI,1340.00,752000.00,,1173448,RT-qPCR - N1
03/28/2023,03/29/2023,26th Ward,26W,4586.00,2810000.00,,318262,RT-qPCR - N1
03/28/2023,03/29/2023,Bowery Bay,BB,8082.00,2850000.00,,894311,RT-qPCR - N1
03/28/2023,03/29/2023,Coney Island,CI,2965.00,1400000.00,,647635,RT-qPCR - N1
03/28/2023,03/29/2023,Hunts Point,HP,1275.00,1260000.00,,781885,RT-qPCR - N1
03/28/2023,03/29/2023,Jamaica Bay,JA,9883.00,3650000.00,,735054,RT-qPCR - N1
03/28/2023,03/29/2023,Newtown Creek,NC,4385.00,2570000.00,,1227810,RT-qPCR - N1
03/28/2023,03/29/2023,North River,NR,4016.00,2260000.00,,649549,RT-qPCR - N1
03/28/2023,03/29/2023,Oakwood Beach,OB,7413.00,,This sample was analyzed in duplicate. The higher of the 2 results is reported,243910,RT-qPCR - N1
03/28/2023,03/29/2023,Owls Head,OH,7042.00,2380000.00,,923524,RT-qPCR - N1
03/28/2023,03/29/2023,Port Richmond,PR,5021.00,,,224516,RT-qPCR - N1
03/28/2023,03/29/2023,Red Hook,RH,3005.00,1170000.00,,257556,RT-qPCR - N1
03/28/2023,03/29/2023,Rockaway,RK,6356.00,3790000.00,,117991,RT-qPCR - N1
03/28/2023,03/29/2023,Tallman Island,TI,5067.00,2260000.00,,457817,RT-qPCR - N1
03/28/2023,03/29/2023,Wards Island,WI,4199.00,2250000.00,,1173448,RT-qPCR - N1
04/04/2023,04/05/2023,26th Ward,26W,3107.00,1820000.00,,318262,RT-qPCR - N1
04/04/2023,04/05/2023,Bowery Bay,BB,11130.00,3830000.00,,894311,RT-qPCR - N1
04/04/2023,04/05/2023,Coney Island,CI,4954.00,2010000.00,,647635,RT-qPCR - N1
04/04/2023,04/05/2023,Hunts Point,HP,8410.00,5050000.00,,781885,RT-qPCR - N1
04/04/2023,04/05/2023,Jamaica Bay,JA,16867.00,5880000.00,,735054,RT-qPCR - N1
04/04/2023,04/05/2023,Newtown Creek,NC,9809.00,5650000.00,,1227810,RT-qPCR - N1
04/04/2023,04/05/2023,North River,NR,4707.00,,,649549,RT-qPCR - N1
04/04/2023,04/05/2023,Oakwood Beach,OB,6856.00,,,243910,RT-qPCR - N1
04/04/2023,04/05/2023,Owls Head,OH,5897.00,2120000.00,,923524,RT-qPCR - N1
04/04/2023,04/05/2023,Port Richmond,PR,5088.00,,,224516,RT-qPCR - N1
04/04/2023,04/05/2023,Red Hook,RH,8243.00,3200000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,257556,RT-qPCR - N1
04/04/2023,04/05/2023,Rockaway,RK,4944.00,2790000.00,,117991,RT-qPCR - N1
04/04/2023,04/05/2023,Tallman Island,TI,8313.00,3150000.00,,457817,RT-qPCR - N1
04/04/2023,04/05/2023,Wards Island,WI,3148.00,1850000.00,,1173448,RT-qPCR - N1
04/09/2023,04/10/2023,26th Ward,26W,1176.00,704000.00,Ct-threshold manually entered.,318262,RT-qPCR - N1
04/09/2023,04/10/2023,Bowery Bay,BB,3479.00,1210000.00,,894311,RT-qPCR - N1
04/09/2023,04/10/2023,Coney Island,CI,1435.00,565000.00,,647635,RT-qPCR - N1
04/09/2023,04/10/2023,Hunts Point,HP,792.00,,,781885,RT-qPCR - N1
04/09/2023,04/10/2023,Jamaica Bay,JA,3433.00,1230000.00,,735054,RT-qPCR - N1
04/09/2023,04/10/2023,Newtown Creek,NC,3462.00,1860000.00,,1227810,RT-qPCR - N1
04/09/2023,04/10/2023,North River,NR,1153.00,,This sample was analyzed in duplicate. The higher of the 2 results is reported,649549,RT-qPCR - N1
04/09/2023,04/10/2023,Oakwood Beach,OB,1422.00,,,243910,RT-qPCR - N1
04/09/2023,04/10/2023,Owls Head,OH,6789.00,,,923524,RT-qPCR - N1
04/09/2023,04/10/2023,Port Richmond,PR,4644.00,,,224516,RT-qPCR - N1
04/09/2023,04/10/2023,Red Hook,RH,3042.00,,,257556,RT-qPCR - N1
04/09/2023,04/10/2023,Rockaway,RK,3060.00,1730000.00,,117991,RT-qPCR - N1
04/09/2023,04/10/2023,Tallman Island,TI,1809.00,776000.00,,457817,RT-qPCR - N1
04/09/2023,04/10/2023,Wards Island,WI,619.00,349000.00,,1173448,RT-qPCR - N1
04/11/2023,04/12/2023,26th Ward,26W,1374.00,770000.00,Ct-threshold manually entered.,318262,RT-qPCR - N1
04/11/2023,04/12/2023,Bowery Bay,BB,2987.00,,,894311,RT-qPCR - N1
04/11/2023,04/12/2023,Coney Island,CI,2092.00,813000.00,,647635,RT-qPCR - N1
04/11/2023,04/12/2023,Hunts Point,HP,1635.00,,,781885,RT-qPCR - N1
04/11/2023,04/12/2023,Jamaica Bay,JA,9136.00,3230000.00,,735054,RT-qPCR - N1
04/11/2023,04/12/2023,Newtown Creek,NC,4654.00,2600000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,1227810,RT-qPCR - N1
04/11/2023,04/12/2023,North River,NR,1608.00,,,649549,RT-qPCR - N1
04/11/2023,04/12/2023,Oakwood Beach,OB,655.00,,,243910,RT-qPCR - N1
04/11/2023,04/12/2023,Owls Head,OH,3934.00,1280000.00,,923524,RT-qPCR - N1
04/11/2023,04/12/2023,Port Richmond,PR,4616.00,,,224516,RT-qPCR - N1
04/11/2023,04/12/2023,Red Hook,RH,4726.00,,,257556,RT-qPCR - N1
04/11/2023,04/12/2023,Rockaway,RK,1697.00,906000.00,,117991,RT-qPCR - N1
04/11/2023,04/12/2023,Tallman Island,TI,3340.00,1210000.00,,457817,RT-qPCR - N1
04/11/2023,04/12/2023,Wards Island,WI,605.00,343000.00,,1173448,RT-qPCR - N1
11/01/2022,11/02/2022,26th Ward,26W,457920.00,316000000.00,PHL DATA,318262,dPCR - N1
11/01/2022,11/02/2022,Bowery Bay,BB,364080.00,148000000.00,,894311,dPCR - N1
11/01/2022,11/02/2022,Coney Island,CI,282000.00,122000000.00,,647635,dPCR - N1
11/01/2022,11/02/2022,Hunts Point,HP,361440.00,195000000.00,,781885,dPCR - N1
11/01/2022,11/02/2022,Jamaica Bay,JA,445440.00,173000000.00,,735054,dPCR - N1
11/01/2022,11/02/2022,Newtown Creek,NC,240240.00,157000000.00,,1227810,dPCR - N1
11/01/2022,11/02/2022,North River,NR,340800.00,200000000.00,,649549,dPCR - N1
11/01/2022,11/02/2022,Oakwood Beach,OB,348960.00,135000000.00,,243910,dPCR - N1
11/01/2022,11/02/2022,Owls Head,OH,543120.00,193000000.00,,923524,dPCR - N1
11/01/2022,11/02/2022,Port Richmond,PR,389520.00,156000000.00,This sample was analyzed in duplicate.,224516,dPCR - N1
11/01/2022,11/02/2022,Red Hook,RH,307200.00,135000000.00,,257556,dPCR - N1
11/01/2022,11/02/2022,Rockaway,RK,265920.00,159000000.00,,117991,dPCR - N1
11/01/2022,11/02/2022,Tallman Island,TI,356880.00,171000000.00,,457817,dPCR - N1
11/01/2022,11/02/2022,Wards Island,WI,378000.00,223000000.00,,1173448,dPCR - N1
11/13/2022,11/14/2022,26th Ward,26W,241680.00,157000000.00,PHL DATA,318262,dPCR - N1
11/13/2022,11/14/2022,Bowery Bay,BB,274560.00,101000000.00,,894311,dPCR - N1
11/13/2022,11/14/2022,Coney Island,CI,323520.00,140000000.00,,647635,dPCR - N1
11/13/2022,11/14/2022,Hunts Point,HP,105072.00,60500000.00,,781885,dPCR - N1
11/13/2022,11/14/2022,Jamaica Bay,JA,481200.00,178000000.00,,735054,dPCR - N1
11/13/2022,11/14/2022,Newtown Creek,NC,333840.00,197000000.00,,1227810,dPCR - N1
11/13/2022,11/14/2022,North River,NR,372960.00,214000000.00,,649549,dPCR - N1
11/13/2022,11/14/2022,Oakwood Beach,OB,284400.00,105000000.00,,243910,dPCR - N1
11/13/2022,11/14/2022,Owls Head,OH,684720.00,243000000.00,,923524,dPCR - N1
11/13/2022,11/14/2022,Port Richmond,PR,284400.00,119000000.00,This sample was analyzed in duplicate.,224516,dPCR - N1
11/13/2022,11/14/2022,Red Hook,RH,211872.00,85900000.00,,257556,dPCR - N1
11/13/2022,11/14/2022,Rockaway,RK,386160.00,243000000.00,,117991,dPCR - N1
11/13/2022,11/14/2022,Tallman Island,TI,382800.00,200000000.00,,457817,dPCR - N1
11/13/2022,11/14/2022,Wards Island,WI,116856.00,65900000.00,,1173448,dPCR - N1
11/20/2022,11/21/2022,26th Ward,26W,140760.00,91700000.00,PHL DATA,318262,dPCR - N1
11/20/2022,11/21/2022,Bowery Bay,BB,341040.00,117000000.00,,894311,dPCR - N1
11/20/2022,11/21/2022,Coney Island,CI,140328.00,56800000.00,,647635,dPCR - N1
11/20/2022,11/21/2022,Hunts Point,HP,97224.00,54500000.00,,781885,dPCR - N1
11/20/2022,11/21/2022,Jamaica Bay,JA,636240.00,235000000.00,,735054,dPCR - N1
11/20/2022,11/21/2022,Newtown Creek,NC,304080.00,174000000.00,,1227810,dPCR - N1
11/20/2022,11/21/2022,North River,NR,252240.00,136000000.00,,649549,dPCR - N1
11/20/2022,11/21/2022,Oakwood Beach,OB,196272.00,72100000.00,,243910,dPCR - N1
11/20/2022,11/21/2022,Owls Head,OH,504240.00,160000000.00,,923524,dPCR - N1
11/20/2022,11/21/2022,Port Richmond,PR,289440.00,121000000.00,This sample was analyzed in duplicate.,224516,dPCR - N1
11/20/2022,11/21/2022,Red Hook,RH,225288.00,87600000.00,,257556,dPCR - N1
11/20/2022,11/21/2022,Rockaway,RK,122592.00,73100000.00,,117991,dPCR - N1
11/20/2022,11/21/2022,Tallman Island,TI,164952.00,73600000.00,,457817,dPCR - N1
11/20/2022,11/21/2022,Wards Island,WI,258960.00,139000000.00,,1173448,dPCR - N1
12/18/2022,12/19/2022,26th Ward,26W,135408.00,88200000.00,PHL DATA,318262,dPCR - N1
12/18/2022,12/19/2022,Bowery Bay,BB,282000.00,104000000.00,,894311,dPCR - N1
12/18/2022,12/19/2022,Coney Island,CI,426240.00,206000000.00,,647635,dPCR - N1
12/18/2022,12/19/2022,Hunts Point,HP,135744.00,84300000.00,,781885,dPCR - N1
12/18/2022,12/19/2022,Jamaica Bay,JA,616560.00,243000000.00,,735054,dPCR - N1
12/18/2022,12/19/2022,Newtown Creek,NC,323760.00,194000000.00,,1227810,dPCR - N1
12/18/2022,12/19/2022,North River,NR,153264.00,83700000.00,,649549,dPCR - N1
12/18/2022,12/19/2022,Oakwood Beach,OB,441120.00,188000000.00,,243910,dPCR - N1
12/18/2022,12/19/2022,Owls Head,OH,855360.00,300000000.00,,923524,dPCR - N1
12/18/2022,12/19/2022,Port Richmond,PR,396720.00,190000000.00,This sample was analyzed in duplicate.,224516,dPCR - N1
12/18/2022,12/19/2022,Red Hook,RH,276240.00,131000000.00,,257556,dPCR - N1
12/18/2022,12/19/2022,Rockaway,RK,472560.00,341000000.00,,117991,dPCR - N1
12/18/2022,12/19/2022,Tallman Island,TI,217992.00,121000000.00,,457817,dPCR - N1
12/18/2022,12/19/2022,Wards Island,WI,167064.00,93700000.00,,1173448,dPCR - N1
01/08/2023,01/09/2023,26th Ward,26W,261600.00,152000000.00,PHL DATA,318262,dPCR - N1
01/08/2023,01/09/2023,Bowery Bay,BB,402720.00,160000000.00,,894311,dPCR - N1
01/08/2023,01/09/2023,Coney Island,CI,262800.00,121000000.00,,647635,dPCR - N1
01/08/2023,01/09/2023,Hunts Point,HP,91200.00,55200000.00,,781885,dPCR - N1
01/08/2023,01/09/2023,Jamaica Bay,JA,680400.00,263000000.00,,735054,dPCR - N1
01/08/2023,01/09/2023,Newtown Creek,NC,323520.00,185000000.00,,1227810,dPCR - N1
01/08/2023,01/09/2023,North River,NR,148896.00,83300000.00,,649549,dPCR - N1
01/08/2023,01/09/2023,Oakwood Beach,OB,299520.00,132000000.00,,243910,dPCR - N1
01/08/2023,01/09/2023,Owls Head,OH,252240.00,89900000.00,,923524,dPCR - N1
01/08/2023,01/09/2023,Port Richmond,PR,181512.00,82900000.00,This sample was analyzed in duplicate.,224516,dPCR - N1
01/08/2023,01/09/2023,Red Hook,RH,292560.00,103000000.00,,257556,dPCR - N1
01/08/2023,01/09/2023,Rockaway,RK,127824.00,82000000.00,,117991,dPCR - N1
01/08/2023,01/09/2023,Tallman Island,TI,451680.00,205000000.00,,457817,dPCR - N1
01/08/2023,01/09/2023,Wards Island,WI,98352.00,60300000.00,,1173448,dPCR - N1
01/17/2023,01/18/2023,26th Ward,26W,315360.00,173000000.00,PHL DATA,318262,dPCR - N1
01/17/2023,01/18/2023,Bowery Bay,BB,250800.00,91300000.00,,894311,dPCR - N1
01/17/2023,01/18/2023,Coney Island,CI,131928.00,57800000.00,,647635,dPCR - N1
01/17/2023,01/18/2023,Hunts Point,HP,185232.00,109000000.00,,781885,dPCR - N1
01/17/2023,01/18/2023,Jamaica Bay,JA,295200.00,108000000.00,,735054,dPCR - N1
01/17/2023,01/18/2023,Newtown Creek,NC,149808.00,89600000.00,,1227810,dPCR - N1
01/17/2023,01/18/2023,North River,NR,244800.00,138000000.00,,649549,dPCR - N1
01/17/2023,01/18/2023,Oakwood Beach,OB,281520.00,106000000.00,,243910,dPCR - N1
01/17/2023,01/18/2023,Owls Head,OH,430080.00,145000000.00,,923524,dPCR - N1
01/17/2023,01/18/2023,Port Richmond,PR,433440.00,177000000.00,This sample was analyzed in duplicate.,224516,dPCR - N1
01/17/2023,01/18/2023,Red Hook,RH,299760.00,110000000.00,,257556,dPCR - N1
01/17/2023,01/18/2023,Rockaway,RK,152976.00,98200000.00,,117991,dPCR - N1
01/17/2023,01/18/2023,Tallman Island,TI,266880.00,113000000.00,,457817,dPCR - N1
01/17/2023,01/18/2023,Wards Island,WI,128424.00,75000000.00,,1173448,dPCR - N1
01/31/2023,02/01/2023,26th Ward,26W,312000.00,178000000.00,PHL DATA,318262,dPCR - N1
01/31/2023,02/01/2023,Bowery Bay,BB,276240.00,106000000.00,,894311,dPCR - N1
01/31/2023,02/01/2023,Coney Island,CI,373200.00,170000000.00,,647635,dPCR - N1
01/31/2023,02/01/2023,Hunts Point,HP,250560.00,154000000.00,,781885,dPCR - N1
01/31/2023,02/01/2023,Jamaica Bay,JA,363840.00,141000000.00,,735054,dPCR - N1
01/31/2023,02/01/2023,Newtown Creek,NC,174024.00,106000000.00,,1227810,dPCR - N1
01/31/2023,02/01/2023,North River,NR,122784.00,70100000.00,,649549,dPCR - N1
01/31/2023,02/01/2023,Oakwood Beach,OB,8808.00,3920000.00,,243910,dPCR - N1
01/31/2023,02/01/2023,Owls Head,OH,218280.00,75200000.00,,923524,dPCR - N1
01/31/2023,02/01/2023,Port Richmond,PR,367920.00,166000000.00,This sample was analyzed in duplicate.,224516,dPCR - N1
01/31/2023,02/01/2023,Red Hook,RH,136776.00,48200000.00,,257556,dPCR - N1
01/31/2023,02/01/2023,Rockaway,RK,941520.00,574000000.00,,117991,dPCR - N1
01/31/2023,02/01/2023,Tallman Island,TI,356400.00,156000000.00,,457817,dPCR - N1
01/31/2023,02/01/2023,Wards Island,WI,194184.00,118000000.00,,1173448,dPCR - N1
02/07/2023,02/08/2023,26th Ward,26W,117648.00,67200000.00,PHL DATA,318262,dPCR - N1
02/07/2023,02/08/2023,Bowery Bay,BB,171624.00,63900000.00,,894311,dPCR - N1
02/07/2023,02/08/2023,Coney Island,CI,70464.00,31300000.00,,647635,dPCR - N1
02/07/2023,02/08/2023,Hunts Point,HP,129960.00,76800000.00,,781885,dPCR - N1
02/07/2023,02/08/2023,Jamaica Bay,JA,424560.00,160000000.00,,735054,dPCR - N1
02/07/2023,02/08/2023,Newtown Creek,NC,226152.00,138000000.00,,1227810,dPCR - N1
02/07/2023,02/08/2023,North River,NR,148440.00,84800000.00,,649549,dPCR - N1
02/07/2023,02/08/2023,Oakwood Beach,OB,379440.00,148000000.00,,243910,dPCR - N1
02/07/2023,02/08/2023,Owls Head,OH,425280.00,145000000.00,,923524,dPCR - N1
02/07/2023,02/08/2023,Port Richmond,PR,293520.00,124000000.00,This sample was analyzed in duplicate.,224516,dPCR - N1
02/07/2023,02/08/2023,Red Hook,RH,214032.00,75500000.00,,257556,dPCR - N1
02/07/2023,02/08/2023,Rockaway,RK,170448.00,98400000.00,,117991,dPCR - N1
02/07/2023,02/08/2023,Tallman Island,TI,147096.00,64500000.00,,457817,dPCR - N1
02/07/2023,02/08/2023,Wards Island,WI,173232.00,104000000.00,,1173448,dPCR - N1
02/14/2023,02/15/2023,26th Ward,26W,119952.00,65600000.00,PHL DATA,318262,dPCR - N1
02/14/2023,02/15/2023,Bowery Bay,BB,227376.00,78900000.00,,894311,dPCR - N1
02/14/2023,02/15/2023,Coney Island,CI,230304.00,98300000.00,,647635,dPCR - N1
02/14/2023,02/15/2023,Hunts Point,HP,213408.00,120000000.00,,781885,dPCR - N1
02/14/2023,02/15/2023,Jamaica Bay,JA,318720.00,115000000.00,,735054,dPCR - N1
02/14/2023,02/15/2023,Newtown Creek,NC,122208.00,71200000.00,,1227810,dPCR - N1
02/14/2023,02/15/2023,North River,NR,102552.00,57400000.00,,649549,dPCR - N1
02/14/2023,02/15/2023,Oakwood Beach,OB,275520.00,107000000.00,,243910,dPCR - N1
02/14/2023,02/15/2023,Owls Head,OH,129528.00,40900000.00,,923524,dPCR - N1
02/14/2023,02/15/2023,Port Richmond,PR,156768.00,60800000.00,This sample was analyzed in duplicate.,224516,dPCR - N1
02/14/2023,02/15/2023,Red Hook,RH,330720.00,117000000.00,,257556,dPCR - N1
02/14/2023,02/15/2023,Rockaway,RK,82464.00,47600000.00,,117991,dPCR - N1
02/14/2023,02/15/2023,Tallman Island,TI,238920.00,86900000.00,,457817,dPCR - N1
02/14/2023,02/15/2023,Wards Island,WI,117360.00,66300000.00,,1173448,dPCR - N1
02/21/2023,02/22/2023,26th Ward,26W,92472.00,56100000.00,PHL DATA,318262,dPCR - N1
02/21/2023,02/22/2023,Bowery Bay,BB,156672.00,76900000.00,,894311,dPCR - N1
02/21/2023,02/22/2023,Coney Island,CI,57960.00,29100000.00,,647635,dPCR - N1
02/21/2023,02/22/2023,Hunts Point,HP,34704.00,21300000.00,,781885,dPCR - N1
02/21/2023,02/22/2023,Jamaica Bay,JA,193872.00,77900000.00,,735054,dPCR - N1
02/21/2023,02/22/2023,Newtown Creek,NC,148680.00,99000000.00,,1227810,dPCR - N1
02/21/2023,02/22/2023,North River,NR,48816.00,30700000.00,,649549,dPCR - N1
02/21/2023,02/22/2023,Oakwood Beach,OB,133080.00,52900000.00,,243910,dPCR - N1
02/21/2023,02/22/2023,Owls Head,OH,66696.00,26000000.00,,923524,dPCR - N1
02/21/2023,02/22/2023,Port Richmond,PR,140112.00,61400000.00,This sample was analyzed in duplicate.,224516,dPCR - N1
02/21/2023,02/22/2023,Red Hook,RH,82704.00,32800000.00,,257556,dPCR - N1
02/21/2023,02/22/2023,Rockaway,RK,54648.00,33300000.00,,117991,dPCR - N1
02/21/2023,02/22/2023,Tallman Island,TI,112848.00,61600000.00,,457817,dPCR - N1
02/21/2023,02/22/2023,Wards Island,WI,92352.00,61100000.00,,1173448,dPCR - N1
02/28/2023,03/01/2023,26th Ward,26W,38856.00,30000000.00,PHL DATA,318262,dPCR - N1
02/28/2023,03/01/2023,Bowery Bay,BB,62040.00,43300000.00,,894311,dPCR - N1
02/28/2023,03/01/2023,Coney Island,CI,64176.00,37100000.00,,647635,dPCR - N1
02/28/2023,03/01/2023,Hunts Point,HP,20496.00,16000000.00,,781885,dPCR - N1
02/28/2023,03/01/2023,Jamaica Bay,JA,105936.00,49600000.00,,735054,dPCR - N1
02/28/2023,03/01/2023,Newtown Creek,NC,43728.00,36300000.00,,1227810,dPCR - N1
02/28/2023,03/01/2023,North River,NR,26880.00,20200000.00,,649549,dPCR - N1
02/28/2023,03/01/2023,Oakwood Beach,OB,99024.00,50400000.00,,243910,dPCR - N1
02/28/2023,03/01/2023,Owls Head,OH,123336.00,67200000.00,,923524,dPCR - N1
02/28/2023,03/01/2023,Port Richmond,PR,80928.00,49100000.00,This sample was analyzed in duplicate.,224516,dPCR - N1
02/28/2023,03/01/2023,Red Hook,RH,38856.00,21700000.00,,257556,dPCR - N1
02/28/2023,03/01/2023,Rockaway,RK,33192.00,21300000.00,,117991,dPCR - N1
02/28/2023,03/01/2023,Tallman Island,TI,126000.00,78100000.00,,457817,dPCR - N1
02/28/2023,03/01/2023,Wards Island,WI,47184.00,35800000.00,,1173448,dPCR - N1
03/07/2023,03/08/2023,26th Ward,26W,55032.00,31400000.00,PHL DATA,318262,dPCR - N1
03/07/2023,03/08/2023,Bowery Bay,BB,121416.00,46800000.00,,894311,dPCR - N1
03/07/2023,03/08/2023,Coney Island,CI,102072.00,49500000.00,,647635,dPCR - N1
03/07/2023,03/08/2023,Hunts Point,HP,43776.00,25600000.00,,781885,dPCR - N1
03/07/2023,03/08/2023,Jamaica Bay,JA,98664.00,37600000.00,,735054,dPCR - N1
03/07/2023,03/08/2023,Newtown Creek,NC,48984.00,30200000.00,,1227810,dPCR - N1
03/07/2023,03/08/2023,North River,NR,60792.00,36500000.00,,649549,dPCR - N1
03/07/2023,03/08/2023,Oakwood Beach,OB,86952.00,39900000.00,,243910,dPCR - N1
03/07/2023,03/08/2023,Owls Head,OH,80472.00,29700000.00,,923524,dPCR - N1
03/07/2023,03/08/2023,Port Richmond,PR,67728.00,34300000.00,This sample was analyzed in duplicate.,224516,dPCR - N1
03/07/2023,03/08/2023,Red Hook,RH,94032.00,35900000.00,,257556,dPCR - N1
03/07/2023,03/08/2023,Rockaway,RK,283920.00,173000000.00,,117991,dPCR - N1
03/07/2023,03/08/2023,Tallman Island,TI,68952.00,33100000.00,,457817,dPCR - N1
03/07/2023,03/08/2023,Wards Island,WI,70416.00,42500000.00,,1173448,dPCR - N1
03/12/2023,03/13/2023,26th Ward,26W,67536.00,39400000.00,3/13/23-DEP to PHL transition,318262,dPCR - N1
03/12/2023,03/13/2023,Bowery Bay,BB,78408.00,33500000.00,,894311,dPCR - N1
03/12/2023,03/13/2023,Coney Island,CI,25680.00,16400000.00,,647635,dPCR - N1
03/12/2023,03/13/2023,Hunts Point,HP,33480.00,19600000.00,,781885,dPCR - N1
03/12/2023,03/13/2023,Jamaica Bay,JA,76632.00,31200000.00,,735054,dPCR - N1
03/12/2023,03/13/2023,Newtown Creek,NC,73584.00,45600000.00,,1227810,dPCR - N1
03/12/2023,03/13/2023,North River,NR,63336.00,35800000.00,,649549,dPCR - N1
03/12/2023,03/13/2023,Oakwood Beach,OB,56664.00,27600000.00,,243910,dPCR - N1
